"number","date","name","form","address","types_of_service","inn","ogrn","status","date_of_changes","basis_for_entry","date_of_exclusion","basis_for_exception"
"3914","15.06.2015","Общество с ограниченной ответственностью \"Челябинский ремонтно-механический цех","Общество с ограниченной ответственностью","454108, Челябинская область, Челябинск, Челябинского рабочего, 6, 153","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7449029311","1157449000191","Действующая организация","","","",""
"3891","28.05.2015","Общество с ограниченной ответственностью \"Многопрофильный учебный центр группы компаний \"ЛИК","Общество с ограниченной ответственностью","644005, Омская область, .Омск, Карбышева, 6,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5501246491","1135543000427","Действующая организация","","","",""
"3928","26.06.2015","Автономная некоммерческая организация дополнительного профессионального образования \"Учебный центр \"ЭкоПром+","Автономная некоммерческая организация","143300, Московская область, Наро-Фоминск, Кольцевая, 4,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5030998586","1145000006843","Действующая организация","","","",""
"3923","26.06.2015","Частное учреждение дополнительного образования  \"Учебный центр \"Орион","ПО Негосударственное образовательное учреждение  профессионального образоваия","607663, Нижегородская область, Кстово, 3-й микрорайон, 3,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5257985119","1115200003258","Действующая организация","","","",""
"3924","26.06.2015","Общество с ограниченной ответственностью \"Трудконсалтинг ОТ","Общество с ограниченной ответственностью","620089, Свердловская область, Екатеринбург,, Родонитовая, 9, 3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6679064870","1156679001423","Действующая организация","","","",""
"3925","26.06.2015","Федеральное государственное бюджетное учреждение \"Центр лабораторного анализа и технических измерений по Центральному федеральному округу","Государственное бюджетное учреждение","125009, Москва, Москва,, Газетный переулок, 3-5,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5042060410","1025005332307","Действующая организация","","","",""
"3926","26.06.2015","Общество с ограниченной ответственностью \"Елена-Холдинг","Общество с ограниченной ответственностью","650000, Кемеровская область, Кемерово, пр.Кузнецкий, 14, 3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","4207025320","1034205011554","Действующая организация","","","",""
"3936","03.07.2015","Автономная некоммерческая организация дополнительного профессионального образования Учебный комбинат \"Сфера","Автономная некоммерческая организация","187600, Ленинградская область,  Бокситогорский р-он, г.Пикалево, Вокзальная, 13,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4715470065","1114700002317","Действующая организация","","","",""
"3937","03.07.2015","Общество с ограниченной ответственностью \"Сертификационные системы","Общество с ограниченной ответственностью","121170, Москва, Москва, Кутузовский пр-кт, 36,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7727727881","1107746742124","Действующая организация","","","",""
"3938","03.07.2015","Негосударственное образовательное частное учреждение дополнительного профессионального образования \"Центр повышения квалификации","ПО Негосударственное образовательное учреждение  профессионального образоваия","644053, Омская область, Омск, 50 лет Профсоюзов, 114, 3П","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5501250956","1135543032570","Действующая организация","","","",""
"3934","03.07.2015","Автономная некоммерческая организация \"Образовательный экспертно-аналитический центр охраны труда","Автономная некоммерческая организация","236010, Калининградская область, Калининград, Ватутина, 20А,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","3906904385","1133900001036","Действующая организация","","","",""
"3935","03.07.2015","Общество с ограниченной ответственностью \"Атон-Кузбасс","Общество с ограниченной ответственностью","650000, Кемеровская область, Кемерово, Мичурина, 13, 3Б","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4205303620","1154205002665","Действующая организация","","","",""
"3933","03.07.2015","Общество с ограниченной ответственностью \"ГМП-проект","Общество с ограниченной ответственностью","115093, Москва, Фактический адрес: 115093, г.Москва, Партийный пер., !, корп.57, стр.1, оф.9","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7707846150","5147746214083","Действующая организация","","","",""
"3932","03.07.2015","Автономная некоммерческая организация дополнительного профессионального образования \"Центр охраны труда","Автономная некоммерческая организация","352121, Краснодарский край, Тихорецк, Льва Толстого, 23,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2360008383","1152300000940","Действующая организация","","","",""
"3955","10.07.2015","Частное профессиональное образовательное учреждение \"Центр подготовки кадров","ПО Негосударственное образовательное учреждение  профессионального образоваия","672010, Забайкальский край, Чита, Красноярская, 32а, 225","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7536986613","1137500000615","Действующая организация","","","",""
"3949","10.07.2015","Общество с ограниченной ответственностью \"ЭКОТРИН","Общество с ограниченной ответственностью","649000, Республика Алтай, Горно-Алтайск, Комсомольская, 9, 3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","411169081","1140411001906","Действующая организация","","","",""
"3948","10.07.2015","Общество с ограниченной ответственностью \"Служба охраны труда","Общество с ограниченной ответственностью","617060, Пермский край, Краснокамск, Чапаева, 53, 43","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5916029335","1155958030997","Действующая организация","","","",""
"3963","10.07.2015","Общество с ограниченной ответственностью \"КАДРОВОЕ АГЕНТСТВО БЕСТПРАЙМ","Общество с ограниченной ответственностью","123290, Москва, .Москва,  1-й Магистральный проезд, 11с, 5","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7714952953","5147746415636","Действующая организация","","","",""
"3958","10.07.2015","Общество с ограниченной ответственностью \"Атон-Нск","Общество с ограниченной ответственностью","630132, Новосибирская область, Новосибирск,  пр-кт Димитрова, 7, 320","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5407207664","1155476012340","Действующая организация","","","",""
"3959","10.07.2015","Индивидуальный предприниматель Тараненко Вадим Анатольевич","Общество с ограниченной ответственностью","659315, Алтайский край, Бийск, Социалистическая, 96, 15","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","220454613292","314220402100097","Действующая организация","","","",""
"3956","10.07.2015","Общество с ограниченной ответственностью \"СУОТ","Общество с ограниченной ответственностью","129344, Москва, Москва, Искры, 31, 3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7716237500","1157746066390","Действующая организация","","","",""
"3977","16.07.2015","Индивидуальный предприниматель Латыпова Динара Римовна","ПО Негосударственное образовательное учреждение  профессионального образоваия","354002, Краснодарский край, Сочи, Лысая гора, 33, 39","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","27706581137","315028000073532","Действующая организация","","","",""
"3984","16.07.2015","Общество с ограниченной ответственностью \"Мечта 2013","Общество с ограниченной ответственностью","620042, Свердловская область, Екатеринбург, Восстания, 101, 241","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6671407300","1126671020508","Действующая организация","","","",""
"3976","16.07.2015","Негосударственное образовательное учреждение дополнительного профессионального  образования \"Учебно-методический центр \"Безопасность труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","428027, Чувашская Республика, Чебоксары, Хузангая, 14, 108","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2130996241","1142100000206","Действующая организация","","","",""
"3974","16.07.2015","Общество с ограниченной ответственностью \"ТЕБЕТ","Общество с ограниченной ответственностью","107061, Москва, Москва, Хромова, 20, 28","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7728253680","1157746484125","Действующая организация","","","",""
"3975","16.07.2015","Общество с ограниченной ответственностью \"Югконсалтгрупп","Общество с ограниченной ответственностью","350059, Краснодарский край, Краснодар, Уральская, 79,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2312167418","1092312010647","Действующая организация","","","",""
"3973","16.07.2015","Общество с ограниченной ответственностью \"ГОРОДСКАЯ ЭКОЛОГИЧЕСКАЯ КОМПАНИЯ","Общество с ограниченной ответственностью","192029, Санкт-Петербург, Санкт-Петербург, Бабушкина, 21, 307","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7811169113","1157847052285","Действующая организация","","","",""
"3971","16.07.2015","Частное образовательное учреждение дополнительного профессионального  образования \"Учебный Центр Право и Практика","ПО Негосударственное образовательное учреждение  профессионального образоваия","350047, Краснодарский край, Краснодар, Баумана, 25,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2311083490","1052306471194","Действующая организация","","","",""
"3987","23.07.2015","Общество с ограниченной ответственностью \"Новые технологии","Общество с ограниченной ответственностью","628606, Ханты-Мансийский АО, Нижневартовск, Менделеева, 4А, 41","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","8603110858","1038601755015","Действующая организация","","","",""
"3994","23.07.2015","Индивидуальный предприниматель Корчевой Сергей Владимирович","ПО Негосударственное образовательное учреждение  профессионального образоваия","660125, Красноярский край, Красноярск, пер.Светлогорский, 10, 108","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","246411618596","314246804800046","Действующая организация","","","",""
"3995","23.07.2015","Муниципальное казенное учреждение \"Дирекция по административно-хозяйственному обслуживанию муниципальной системы образования ","ПО Негосударственное образовательное учреждение  профессионального образоваия","629008, Ямало-Ненецкий автономный округ, Салехард, Ямальская, 30,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","8901024932","1118901000877","Действующая организация","","","",""
"3990","23.07.2015","Общество с ограниченной ответственностью \"Центральное Бюро Экспертизы ЛКФ","Общество с ограниченной ответственностью","191187, Санкт-Петербург, Санкт-Петербург, Шпалерная, литерА, 8, 21Н","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7841508003","1147847319421","Действующая организация","","","",""
"3985","23.07.2015","Общество с ограниченной ответственностью \"Университет правовых знаний и охраны труда","Общество с ограниченной ответственностью","625048, Тюменская область, Тюмень, Горького, 3, 3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7203323948","1147232048270","Действующая организация","","","",""
"3979","16.07.2015","Общество с ограниченной ответственностью \"Протект-БР","Общество с ограниченной ответственностью","614077, Пермский край, .Пермь, Бульвар Гагарина, 77, 212","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5902868595","1105902010444","Действующая организация","","","",""
"3988","23.07.2015","Федеральное государственное бюджетное образовательное учреждение высшего образования \"Костромской государственный технологический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","156005, Костромская область, Кострома, Дзержинского, 17,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","4401006286","1024400529504","Действующая организация","","","",""
"3986","23.07.2015","Общество с ограниченной ответственностью \"Сервис ННК","Общество с ограниченной ответственностью","423450, Республика Татарстан, Альметьевск, Радищева, 55,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","1644054737","1091644000667","Действующая организация","","","",""
"4001","29.07.2015","Общество с ограниченной ответственностью Документально-Технический Центр \"ПРАКТИКА","Общество с ограниченной ответственностью","454014, Челябинская область, Челябинск, Захаренко, 9А, 146","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7448181698","1157448007628","Действующая организация","","","",""
"4009","07.09.2015","Общество с ограниченной ответственностью \"Системы пожарной безопасности","Общество с ограниченной ответственностью","429060, Чувашская Республика, Ядрин, Садовая, 19а,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2119005874","1132138000587","Действующая организация","","","",""
"4016","07.09.2015","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-консультационный центр \"ПрофТехЭксперт","Автономная некоммерческая организация","350901, Краснодарский край, Краснодар, имени 40летия Победы, 37, 1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2312224962","1152300000313","Действующая организация","","","",""
"4023","07.09.2015","Образовательное частное учреждение дополнительного профессионального образования \"Учебно-методический центр ЭКОСТАНДАРТ","ПО Негосударственное образовательное учреждение  профессионального образоваия","107113, Москва, Москва, Рыбинская 3-я, 17,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7718748846","1137799011217","Действующая организация","","","",""
"4022","07.09.2015","Индивидуальный предприниматель Насретдинов Дмитрий Борисович","Негосударственная некоммерческая организация","452687, Республика Башкортостан, Нефтекамск, пр. Комсомольский, 48, 8","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","26400890182","315028000095142","Действующая организация","","","",""
"4018","07.09.2015","Общество с ограниченной ответственностью \"Центр Технической Поддержки \"Партнер","Общество с ограниченной ответственностью","101000, Москва, Москва,  Уланский пер., 14, 1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7708259660","1157746554580","Действующая организация","","","",""
"4004","07.09.2015","Общество с ограниченной ответственностью \"РЕДОН","Общество с ограниченной ответственностью","614990, Пермский край, Пермь, Революции, 13,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5907022291","1035901167906","Действующая организация","","","",""
"4015","07.09.2015","Общество с ограниченной ответственностью \"Центр \"Лидер 21 века","Общество с ограниченной ответственностью","610021, Кировская область, Киров, Производственная, 20,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4345204010","1074345047754","Действующая организация","","","",""
"4019","07.09.2015","Автономная некоммерческая организация дополнительного профессионального образования Центр охраны труда, проверки соответствия и экспертизы \"Ресурс","Автономная некоммерческая организация","101000, Москва, Москва, Лубянский пр-зд, 27, 1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7709441745","1087799028492","Действующая организация","","","",""
"4026","07.09.2015","Автономная некоммерческая организация дополнительного профессионального образования Балтийский институт охраны труда","Автономная некоммерческая организация","196158, Санкт-Петербург, Санкт-Петербург,  Дунайский пр., 24, 26","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7810333900","1157800000490","Действующая организация","","","",""
"4021","07.09.2015","Общество с ограниченной ответственностью \"КЦОТОС ПЛЮС","Общество с ограниченной ответственностью","298609, Республика Крым, Ялта, Халтурина, 49Б,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","9103073007","1159102090113","Действующая организация","","","",""
"4011","07.09.2015","Общество с ограниченной ответственностью Воронежский учебный центр \"Охрана труда","Общество с ограниченной ответственностью","394038, Воронежская область, Воронеж, Конструкторов, 31, 8","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3663037191","1033600058997","Действующая организация","","","",""
"4008","07.09.2015","Автономная некоммерческая организация дополнительного профессионального  образования Межотраслевой Центр охраны труда и пожарной безопасности \"Сатурн","Автономная некоммерческая организация","170100, Тверская область, Тверь, Вокзальная, 24,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","6950981401","1136900001260","Действующая организация","","","",""
"4049","11.09.2015","Общество с ограниченной ответственностью \"А-ПРОФИ","Общество с ограниченной ответственностью","107140, Москва, Москва, Русакова, 13,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7708253812","1157746322271","Действующая организация","","","",""
"4048","11.09.2015","Индивидуальный предприниматель Ковтонюк Валерий Петрович","Негосударственная некоммерческая организация","297521, Республика Крым, Симферопольский р-он, с.Чайкино, Заводская, 5,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","910907743584","315910200367160","Действующая организация","","","",""
"4037","11.09.2015","Открытое акционерное общество \"Владивостокский морской торговый порт","Открытое акционерное общество","690065, Приморский край, Владивосток, Стрельникова, 9,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2504000204","1022502259625","Действующая организация","","","",""
"4040","11.09.2015","Автономная некоммерческая организация \"Консультационно-учебный центр \"Центр экспертизы","Автономная некоммерческая организация","603053, Нижегородская область, Нижний Новгород,  пр-кт Бусыгина, 1, пом.78","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5256135849","1155200000306","Действующая организация","","","",""
"4031","11.09.2015","Общество с ограниченной ответственностью Учебно-курсовой комбинат \"Лабинский","Общество с ограниченной ответственностью","352501, Краснодарский край, Лабинск, Леонтьева, 91,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2314012723","1022302349431","Действующая организация","","","",""
"4054","21.09.2015","Общество с ограниченной ответственностью \"Атон-Томск","Общество с ограниченной ответственностью","634050, Томская область, Томск, Советская, 2,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7017380071","1157017011590","Действующая организация","","","",""
"4044","11.09.2015","Общество с ограниченной ответственностью \"Учебный центр \"Невский","Общество с ограниченной ответственностью","198095, Санкт-Петербург, Санкт-Петербург, Калинина, 13, 510","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7806435360","1107847203826","Действующая организация","","","",""
"4047","11.09.2015","Общество с ограниченной ответственностью \"Центр охраны труда","Общество с ограниченной ответственностью","430005, Республика Мордовия, Саранск, пр.Ленина, 21, 405","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","1326231566","1151326001507","Действующая организация","","","",""
"4059","21.09.2015","Автономная некоммерческая организация дополнительного профессионального образования \"Учебный центр Перспектива-Миасс","Автономная некоммерческая организация","456318, Челябинская область, .Миасс,  пр.Октября, 4,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7415089094","1157400000196","Действующая организация","","","",""
"4055","21.09.2015","Негосударственное  учреждение дополнительного профессионального  образования \"Академия безопасности","ПО Негосударственное образовательное учреждение  профессионального образоваия","630091, Новосибирская область, Новосибирск,  Красный проспект, 72б,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5406578391","1155476017146","Действующая организация","","","",""
"4056","21.09.2015","Автономная некоммерческая образовательная организация дополнительного профессионального образования \"Санкт-Петербургский Институт Современного Образования","Автономная некоммерческая организация","190020, Санкт-Петербург, Санкт-Петербург,  наб.Обводного канала, 193, 7","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7839290631","1127800009150","Действующая организация","","","",""
