"number","date","name","form","address","types_of_service","inn","ogrn","status","date_of_changes","basis_for_entry","date_of_exclusion","basis_for_exception"
"4969","29.06.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Грант-Проф","Автономная некоммерческая организация","450022, Республика Башкортостан, Уфа, Бакалинская,  25,","Обучение работодателей и работников вопросам охраны труда","274910611","1150280074746","Действующая организация","","","",""
"4970","03.07.2017","Частное учреждение дополнительного профессионального образования \"ЗНАНИЯ","ПО Негосударственное образовательное учреждение  профессионального образоваия","180007, Псковская область, Псков, Набережная Ольгинская,  9А,","Обучение работодателей и работников вопросам охраны труда","6027168266","1166000050050","Действующая организация","","","",""
"4972","03.07.2017","Общество с ограниченной ответственностью \"Институт повышения квалификации","Общество с ограниченной ответственностью","241050, Брянская область, Брянск, Калинина, 98А, 109","Обучение работодателей и работников вопросам охраны труда","3257044774","1163256060065","Действующая организация","","","",""
"4974","05.07.2017","Общество с ограниченной ответственностью \"Группа Содружество","Общество с ограниченной ответственностью","107023, Москва, Москва, Суворовская, 8, 27","Обучение работодателей и работников вопросам охраны труда","7736267895","1167746487567","Действующая организация","","","",""
"4975","07.07.2017","Частное профессиональное образовательное учреждение \"Забайкальский многопрофильный техникум","ПО Негосударственное образовательное учреждение  профессионального образоваия","672030, Забайкальский край, Чита, Проспект Фадеева,  14, 148","Обучение работодателей и работников вопросам охраны труда","7536154598","1157500010491","Действующая организация","","","",""
"4976","07.07.2017","Общество с ограниченной ответственностью \"Институт профессионального развития","Общество с ограниченной ответственностью","190000, Санкт-Петербург, Санкт-Петербург, Лифлиндская, 6, 311А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7839073651","1167847418683","Действующая организация","","","",""
"4977","07.07.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-кадровый центр Перспектива-Казань","Автономная некоммерческая организация","420029, Республика Татарстан, Казань,  Сибирский тракт, 34, 309","Обучение работодателей и работников вопросам охраны труда","1660270774","1161690094675","Действующая организация","","","",""
"4979","10.07.2017","Общество с ограниченной ответственностью \"НиКо","Общество с ограниченной ответственностью","142700, Московская область, Видное,  пр-кт Ленинского Комсомола, 9, 118","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5003119780","1165003053270","Действующая организация","","","",""
"4980","10.07.2017","Автономная некоммерческая образовательная организация дополнительного профессионального образования \"Дальневосточный институт повышения квалификации","Автономная некоммерческая организация","690091, Приморский край, Владивосток,  Океанский пр-кт, 10А, 417","Обучение работодателей и работников вопросам охраны труда","2536970734","1132500000181","Действующая организация","","","",""
"4981","10.07.2017","Автономная некоммерческая организация дополнительного профессионального образования \"ВИТЯЗЬ","Автономная некоммерческая организация","396420, Воронежская область, Павловск, Транспортная, 2,","Обучение работодателей и работников вопросам охраны труда","3620014143","1163600050107","Действующая организация","","","",""
"4982","11.07.2017","Федеральное государственное бюджетное образовательное учреждение высшего образования \"Омский государственный университет им.Ф.М.Достоевского","ВПО Государственное образовательное учреждение высшего профессионального образоваия","644077, Омская область, Омск,  пр-кт Мира, 55А,","Обучение работодателей и работников вопросам охраны труда","5501003925","1025500532947","Действующая организация","","","",""
"4983","11.07.2017","Федеральное государственное автономное образовательное учреждение высшего образования \"Московский физико-технический институт\" (государственный университет)","ВПО Государственное образовательное учреждение высшего профессионального образоваия","141700, Московская область, Долгопрудный, Институтский пер., 9,","Обучение работодателей и работников вопросам охраны труда","5008006211","1027739386135","Действующая организация","","","",""
"4984","11.07.2017","Общество с ограниченной ответственностью \"УЧЕБНЫЙ ЦЕНТР ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ","Общество с ограниченной ответственностью","196247, Санкт-Петербург, Санкт-Петербург,  Новоизмайловский пр., 101, литер А, 11Н","Обучение работодателей и работников вопросам охраны труда","7816586417","1147847157644","Действующая организация","","","",""
"4985","13.07.2017","Федеральное государственное унитарное предприятие \"Управление ведомственной охраны Министерства транспорта Российской Федерации","Государственное бюджетное учреждение","119071, Москва, Москва,  2-ой Донской проезд, 8,","Обучение работодателей и работников вопросам охраны труда","7707311363","1027707007129","Действующая организация","","","",""
"4987","13.07.2017","Общество с ограниченной ответственностью Региональный центр развития бизнеса \"Афина","Общество с ограниченной ответственностью","625026, Тюменская область, Тюмень, Республики,  142, 116","Обучение работодателей и работников вопросам охраны труда","7204184912","1127232070041","Действующая организация","","","",""
"4989","17.07.2017","Государственное бюджетное образовательное учреждение  дополнительного профессионального образования \"Учебно-методический центр по гражданской обороне и чрезвычайным ситуациям Тверской области","Государственное бюджетное учреждение","170021, Тверская область, Тверь, 2-я Грибоедова, 20\\1,","Обучение работодателей и работников вопросам охраны труда","6901035264","1036900057215","Действующая организация","","","",""
"4990","17.07.2017","Федеральное государственное автономное образовательное учреждение высшего образования   \"Российский государственный профессионально-педагогический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","620012, Свердловская область, Екатеринбург, Машиностроителей, 11,","Обучение работодателей и работников вопросам охраны труда","6663019889","1026605617202","Действующая организация","","","",""
"4991","17.07.2017","Общество с ограниченной ответственностью \"АЛЬФА","Общество с ограниченной ответственностью","156008, Костромская область, Кострома, Поселкова, 37,","Обучение работодателей и работников вопросам охраны труда","4401162158","1154401004306","Действующая организация","","","",""
"4992","18.07.2017","Муниципальное предприятие  \"Ханты-Мансийскгаз\" муниципального образования город Ханты-Мансийск","ПО Негосударственное образовательное учреждение  профессионального образоваия","628011, Ханты-Мансийский АО, Ханты-Мансийск, Газовиков, 19,","Обучение работодателей и работников вопросам охраны труда","8601022243","1048600000900","Действующая организация","","","",""
"4994","18.07.2017","Общество с ограниченной ответственностью \"СмартЮнион","Общество с ограниченной ответственностью","670013, Республика Бурятия, Улан-Удэ, Ключевская, 20, 13","Обучение работодателей и работников вопросам охраны труда","323368433","1130327008240","Действующая организация","","","",""
"4995","18.07.2017","Общество с ограниченной ответственностью \"ТАТП","Общество с ограниченной ответственностью","692880, Приморский край, Фокино, К.Маркса, 21Б,","Обучение работодателей и работников вопросам охраны труда","2512305739","1132503000068","Действующая организация","","","",""
"4997","19.07.2017","Общество с ограниченной ответственностью \"РН-Сахалинморнефтегаз","Общество с ограниченной ответственностью","693000, Сахалинская область, Южно-Сахалинск, Хабаровская, 17,","Обучение работодателей и работников вопросам охраны труда","6501163102","1056500748160","Действующая организация","","","",""
"4998","19.07.2017","Общество с ограниченной ответственностью Учебный Центр \"СТРОЙ-АТТЕСТАТ","Общество с ограниченной ответственностью","125430, Москва, Москва, Митинская, 16, пом.504 Б., комн.4","Обучение работодателей и работников вопросам охраны труда","7733317097","1177746173626","Действующая организация","","","",""
"4999","19.07.2017","Государственное бюджетное учреждение дополнительного профессионального образования \"Учебно-методический центр по гражданской обороне, чрезвычайным ситуациям и пожарной безопасности Иркутской области","Государственное бюджетное учреждение","664011, Иркутская область, Иркутск, Ударника,  4 лит.А,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3808221743","1113850056484","Действующая организация","","","",""
"5000","19.07.2017","Акционерное общество \"Газпром газораспределение Белгород","Акционерное общество","308023, Белгородская область, Белгород,  пер.5-й Заводской, 38,","Обучение работодателей и работников вопросам охраны труда","3124010222","1023101647106","Действующая организация","","","",""
"5002","21.07.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Нижегородский учебный центр \"Специалист","Автономная некоммерческая организация","603000 , Нижегородская область, Нижний Новгород, Нижегородский р-он, Дальняя-Ереванская, 8\\16,","Обучение работодателей и работников вопросам охраны труда","5260436870","1175275000340","Действующая организация","","","",""
"5003","29.06.2017","Общество с ограниченной ответственностью Учебный Центр \"Пром-Инжиниринг","Общество с ограниченной ответственностью","454091, Челябинская область, Челябинск, Энгельса, 43, 218","Обучение работодателей и работников вопросам охраны труда","7448192548","1167456082540","Действующая организация","","","",""
"5004","21.07.2017","Общество с ограниченной ответственностью \"Астраханский инженерно-консультационный центр","Общество с ограниченной ответственностью","414045, Астраханская область, Астрахань, Боевая,  65,","Обучение работодателей и работников вопросам охраны труда","3017025351","1023000857945","Действующая организация","","","",""
"5004","21.07.2017","Акционерное общество \"Арктикморнефтегазразведка","Акционерное общество","183039, Мурманская область, Мурманск, Академика Книповича, 33,","Обучение работодателей и работников вопросам охраны труда","5190930843","1115190005567","Действующая организация","","","",""
"5006","28.07.2017","Общество с ограниченной ответственностью \"ПСК \"Тепло Центр Строй","Общество с ограниченной ответственностью","123298, Москва, Москва, Маршала Бирюзова, 1,","Обучение работодателей и работников вопросам охраны труда","7727155923","1037739172118","Действующая организация","","","",""
"5007","28.07.2017","Автономная некоммерческая организация учебно-методический центр дополнительного профессионального образования \"ПРОФИ-ПЛЮС","Автономная некоммерческая организация","298329, Республика Крым, Керчь, Шоссе Героев Сталинграда, 60-Б, 2","Обучение работодателей и работников вопросам охраны труда","9111019451","1159102128041","Действующая организация","","","",""
"5008","28.07.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Горпожтехника","Автономная некоммерческая организация","248926, Калужская область, Калуга, Автомобильная, 1,","Обучение работодателей и работников вопросам охраны труда","4029055063","1164027059965","Действующая организация","","","",""
"5011","28.07.2017","Некоммерческое частное образовательное учреждение дополнительного профессионального образования \"Квалификационный центр","ПО Негосударственное образовательное учреждение  профессионального образоваия","443079, Самарская область, Самара, Революционная, 107,","Обучение работодателей и работников вопросам охраны труда","6316221399","1166313093660","Действующая организация","","","",""
"5012","28.07.2017","Автономная некоммерческая организация дополнительного образования \"Учебный центр № 10","Автономная некоммерческая организация","129085, Москва, Москва,  Звездный бульвар, 19, 915","Обучение работодателей и работников вопросам охраны труда","9717033920","1167700060857","Действующая организация","","","",""
"5013","28.07.2017","Общество с ограниченной ответственностью \"ЧТО ДЕЛАТЬ КВАЛИФИКАЦИЯ","Общество с ограниченной ответственностью","127083, Москва, Москва, Мишина, 56,","Обучение работодателей и работников вопросам охраны труда","7714349600","1157746706523","Действующая организация","","","",""
"5017","31.07.2017","Частное  учреждение дополнительного профессионального образования \"Учебный центр ПрофКомХоз","ПО Негосударственное образовательное учреждение  профессионального образоваия","300041, Тульская область, Тула, Пирогова, 14а,","Обучение работодателей и работников вопросам охраны труда","7118001322","1087100000745","Действующая организация","","","",""
"5018","01.08.2017","Частное образовательное учреждение дополнительного профессионального образования \"Потенциал","ПО Негосударственное образовательное учреждение  профессионального образоваия","628002, Ханты-Мансийский АО, Ханты-Мансийск, Березовская, 8Б, 11","Обучение работодателей и работников вопросам охраны труда","8601063962","1178600000072","Действующая организация","","","",""
"5019","01.08.2017","Общество с ограниченной ответственностью \"КИТС-Групп","Общество с ограниченной ответственностью","190000, Санкт-Петербург, Санкт-Петербург, Казанская, 39, литер А, 13 Н","Обучение работодателей и работников вопросам охраны труда","7838483849","1127847662348","Действующая организация","","","",""
"5020","01.08.2017","Автономная некоммерческая организация  высшего образования Самарский университет государственного управления \"Международный институт рынка","Автономная некоммерческая организация","443030, Самарская область, Самара, Г.С.Аксакова, 21,","Обучение работодателей и работников вопросам охраны труда","6315018323","1176313046249","Действующая организация","","","",""
"5021","03.08.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Учебный центр ТЕТРАКОМ-Новокузнецк","Автономная некоммерческая организация","654041, Кемеровская область, Новокузнецк, Сеченова,  28А, 802","Обучение работодателей и работников вопросам охраны труда","4253998080","1114200002553","Действующая организация","","","",""
"5022","03.08.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-курсовой комбинат","Автономная некоммерческая организация","456550, Челябинская область, Коркино, Цвиллинга, 18А,","Обучение работодателей и работников вопросам охраны труда","7412013690","1097400001577","Действующая организация","","","",""
"5023","03.08.2017","Общество с ограниченной ответственностью \"Региональный Инженерный Центр","Общество с ограниченной ответственностью","400005, Волгоградская область, Волгоград, пр-кт им.В.И.Ленина, 40,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3444253104","1153443014889","Действующая организация","","","",""
"5024","03.08.2017","Федеральное государственное бюджетное образовательное учреждение высшего образования \"Санкт-Петербургский государственный архитектурно-строительный университет","Государственное бюджетное учреждение","190005, Санкт-Петербург, Санкт-Петербург,  2-я Красноармейская , 4,","Обучение работодателей и работников вопросам охраны труда","7809011023","1027810225310","Действующая организация","","","",""
"5025","03.08.2017","Общество с ограниченной ответственностью \"Межрегиональный научно-технический специализированный Центр развития","Общество с ограниченной ответственностью","191036, Санкт-Петербург, Санкт-Петербург, 1-я Советская, 8,","Обучение работодателей и работников вопросам охраны труда","7842357847","1077847371282","Действующая организация","","","",""
"5026","04.08.2017","Частное учреждение дополнительного профессионального образования \"Учебный центр \"Зенит","ПО Негосударственное образовательное учреждение  профессионального образоваия","355037 , Ставропольский край, Ставрополь, Шпаковская, 107А,","Обучение работодателей и работников вопросам охраны труда","2635214182","1152651027297","Действующая организация","","","",""
"5027","04.08.2017","Общество с ограниченной ответственностью \"Учебный центр №266","Общество с ограниченной ответственностью","392002, Тамбовская область, Тамбов, Лермонтовская,  134А, 57","Обучение работодателей и работников вопросам охраны труда","6829105285","1146829008094","Действующая организация","","","",""
"5028","04.08.2017","Общество с ограниченной ответственностью \"Химпром","Общество с ограниченной ответственностью","650021, Кемеровская область, Кемерово, 1-я Стахановская, 35, оф.215","Обучение работодателей и работников вопросам охраны труда","4205072099","1044205047523","Действующая организация","","","",""
"5029","04.08.2017","Акционерное общество \"Росгазификация","Акционерное общество","127238, Москва, Москва,  3-й Нижнелихоборский проезд,  1А,","Обучение работодателей и работников вопросам охраны труда","7719040220","1027739033410","Действующая организация","","","",""
"5030","04.08.2017","Частное образовательное учреждение дополнительного профессионального образования \"Академия профессионального образования","ПО Негосударственное образовательное учреждение  профессионального образоваия","628400, Ханты-Мансийский АО, Сургут, 50 лет ВЛКСМ, 1, 817","Обучение работодателей и работников вопросам охраны труда","8602115050","1028600608805","Действующая организация","","","",""
"5031","07.08.2017","Частное образовательное учреждение высшего образования \"Волгоградский институт бизнеса","ВПО Негосударственное образовательное учреждение высшего профессионального образоваия","400010, Волгоградская область, Волгоград, Качинцев, 63,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3443053470","1033400261674","Действующая организация","","","",""
"5032","08.08.2017","Частное образовательное учреждение дополнительного профессионального образования \"Учебный центр \"Диатехсервис","ПО Негосударственное образовательное учреждение  профессионального образоваия","450112, Республика Башкортостан, Уфа, Кольцевая, 38а,","Обучение работодателей и работников вопросам охраны труда","277985492","1110200004804","Действующая организация","","","",""
"5033","11.08.2017","Общество с ограниченной ответственностью \"ПРОФСТАНДАРТ","Общество с ограниченной ответственностью","300041, Тульская область, Тула, Пирогова, 14а, 33","Обучение работодателей и работников вопросам охраны труда","7107118128","1177154001012","Действующая организация","","","",""
"5034","11.08.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Учебный центр профессиональной подготовки и повышения квалификации \"ЛИДЕР","Автономная некоммерческая организация","353730, Краснодарский край, Каневский р-он, станица Каневская, Западная, 69, 2","Обучение работодателей и работников вопросам охраны труда","2334026080","1162300050989","Действующая организация","","","",""
"5036","14.08.2017","Федеральное государственное бюджетное образовательное учреждение высшего образования \"Тамбовский государственный технический университет","Государственное бюджетное учреждение","392000, Тамбовская область, Тамбов, Советская, 106,","Обучение работодателей и работников вопросам охраны труда","6831006362","1026801156557","Действующая организация","","","",""
"5037","15.08.2017","Акционерное общество \"Федеральный центр науки и высоких технологий \"Специальное научно-производственное объединение \"Элерон","Акционерное общество","115563, Москва, Москва, Генерала Белова, 14,","Обучение работодателей и работников вопросам охраны труда","7724313681","1157746325043","Действующая организация","","","",""
"5041","18.08.2017","Краевое государственное бюджетное профессиональное образовательное учреждение \"Бийский техникум лесного хозяйства","Государственное бюджетное учреждение","659304, Алтайский край, Бийск, .Михаила Лермонтова,  201,","Обучение работодателей и работников вопросам охраны труда","2226008460","1022200560634","Действующая организация","","","",""
"5042","18.08.2017","Общество с ограниченной ответственностью \"СК ГАЗ-СТРОЙ","Общество с ограниченной ответственностью","142602, Московская область, Орехово-Зуево, Красноармейский проезд,  4а,","Обучение работодателей и работников вопросам охраны труда","5034042840","1115034002698","Действующая организация","","","",""
"5045","21.08.2017","Негосударственное образовательное частное  учреждение дополнительного профессионального образования \"Учебно-курсовой комбинат \"Авто-Лада","ПО Негосударственное образовательное учреждение  профессионального образоваия","620014, Свердловская область, Екатеринбург, 8 Марта, 4, 1","Обучение работодателей и работников вопросам охраны труда","6658362917","1106600002277","Действующая организация","","","",""
"5047","21.08.2017","Некоммерческое образовательное частное  учреждение дополнительного профессионального образования Учебно-информационный центр \"КОМПиЯ","Негосударственная некоммерческая организация","424007, Республика Марий Эл, Йошкар-Ола, Й.Кырли, 44,","Обучение работодателей и работников вопросам охраны труда","1215143184","1091200000320","Действующая организация","","","",""
"5049","22.08.2017","Общество с ограниченной ответственностью \"Сертификационный центр \"ГЕДЕОН","Общество с ограниченной ответственностью","626150, Тюменская область, Тобольск, 10 микрорайон, 67, 57","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7206050833","1147232045135","Действующая организация","","","",""
"5050","22.08.2017","Общество с ограниченной ответственностью \"Учебный центр \"Промтех","Общество с ограниченной ответственностью","105318, Москва, Москва, Щербаковская, 3, 711","Обучение работодателей и работников вопросам охраны труда","7719456500","1167746854725","Действующая организация","","","",""
"5052","22.08.2017","Общество с ограниченной ответственностью \"Красноярский металлургический завод","Общество с ограниченной ответственностью","660111, Красноярский край, Красноярск, Пограничников, 42,","Обучение работодателей и работников вопросам охраны труда","2465043748","1022402477833","Действующая организация","","","",""
"5053","22.08.2017","Автономная некоммерческая организация дополнительного профессионального образования \"Светазон","Автономная некоммерческая организация","143700, Московская область,  п.Шаховская,  Волочановское шоссе, 16,","Обучение работодателей и работников вопросам охраны труда","5079010302","1075000002758","Действующая организация","","","",""
"5055","23.08.2017","Общество с ограниченной ответственностью \"Балтийская Экспертная Компания","Общество с ограниченной ответственностью","196084, Санкт-Петербург, Санкт-Петербург, Новорощинская, 4, лит.А, 925-2","Обучение работодателей и работников вопросам охраны труда","7820330577","1127847607546","Действующая организация","","","",""
"5056","23.08.2017","Частное учреждение дополнительного профессионального образования Учебный центр \"Лидер-1","ПО Негосударственное образовательное учреждение  профессионального образоваия","446301, Самарская область, Отрадный, Советская, 16, 16","Обучение работодателей и работников вопросам охраны труда","6372022774","1156313011150","Действующая организация","","","",""
"5057","23.08.2017","Дальневосточная пожарно-спасательная академия - филиал Санкт-Петербургского университета Государственной противопожарной службы МЧС России","ВПО Государственное образовательное учреждение высшего профессионального образоваия","690922, Приморский край, Владивосток, о.Русский Остров, п.Аякс, ,  27,","Обучение работодателей и работников вопросам охраны труда","7810271523","1027804865660","Действующая организация","","","",""
"5058","23.08.2017","Частное образовательное учреждение дополнительного профессионального образования \"Центр Качества Образования","ПО Негосударственное образовательное учреждение  профессионального образоваия","420073, Республика Татарстан, Казань, Гвардейская, 33, 33","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","1660289101","1171690016761","Действующая организация","","","",""
"5059","23.08.2017","Автономная некоммерческая организация дополнительного профессионального образования учебный центр \"Импульс","Автономная некоммерческая организация","454092, Челябинская область, Челябинск, Курчатова,  23,","Обучение работодателей и работников вопросам охраны труда","7453215977","1107400001059","Действующая организация","","","",""
"5060","23.08.2017","Частное образовательное учреждение высшего образования \"Восточная экономико-юридическая гуманитарная академия","ВПО Негосударственное образовательное учреждение высшего профессионального образоваия","450092, Республика Башкортостан, Уфа, Мубарякова, 3,","Обучение работодателей и работников вопросам охраны труда","274021161","1020202555064","Действующая организация","","","",""
"5061","25.08.2017","Акционерное общество \"Газпром центрэнергогаз","Акционерное общество","141112, Московская область, Щелково, Московская, 1,","Обучение работодателей и работников вопросам охраны труда","5050002450","1025006521429","Действующая организация","","","",""
"5062","28.08.2017","Акционерное общество \"Газпром газораспределение Чебоксары","Акционерное общество","428003, Чувашская Республика, Чебоксары, пр-кт И.Яковлева, 19А,","Обучение работодателей и работников вопросам охраны труда","2128049998","1032128009605","Действующая организация","","","",""
"5063","28.08.2017","Общество с ограниченной ответственностью \"Лига Качества","Общество с ограниченной ответственностью","610020, Кировская область, Киров, Володарского, 9, 204","Обучение работодателей и работников вопросам охраны труда","4345376178","1144345000579","Действующая организация","","","",""
"5064","28.08.2017","Публичное акционерное общество \"Ижсталь","Акционерное общество","426006, Удмуртская Республика, Ижевск, .Новоажимова, 6,","Обучение работодателей и работников вопросам охраны труда","1826000655","1021801435325","Действующая организация","","","",""
